Extracted
Child: Wewo; Parent: Drzewo
Child: Mu; Parent: Krowa
Child: Bee; Parent: Baran
Child: Mee; Parent: Koza
Child: Haha; Parent: Koń
Child: Kici; Parent: Kotek
Child: Hau; Parent: Piesek
Child: Brum brum; Parent: Auto
Child: Pik; Parent: Pieniądze 
Child: Pi pi; Parent: Myszka
Child: Uhu; Parent: Sowa
Child: Bzzz; Parent: Pszczola
Child: Małe; Parent: Małe 
Child: Dua; Parent: Duże 
Child: Goła ; Parent: Goły
Child: Dziem; Parent: Dżem
Child: Tśy; Parent: Trzy
Child: Ciuciu; Parent: Slodkie
Child: Czuczu; Parent: Pociag
Child: Bubu; Parent: Traktor
Child: Ga; Parent: Gra
Child: Beben; Parent: Bęben 
Child: Choć; Parent: Choddź 
Child: Działa; Parent: Działa
Child: Dzyń dzyń ; Parent: Dzwonek
Child: Dziua; Parent: Dziura
Child: Pepek; Parent: Pępek
Child: Jus; Parent: Już
Child: Zuzu; Parent: Zuzia imię
Child: Tata; Parent: Tata
Child: Baba; Parent: Baba
Child: Dziadzia; Parent: Dziadek
Child: Dzidzia; Parent: Dziecko
Child: Pan; Parent: Pan
Child: Pani; Parent: Pani
Child: Nunu; Parent: Noga
Child: Głowa; Parent: Glowa
Child: Żużu; Parent: Żółw
Child: Fafa; Parent: Fanta
Child: Mumu; Parent: Krowa
Child: Hałhał/pies; Parent: Pies
Child: Nie; Parent: Nid
Child: Bebe; Parent: Piosenka 
Child: Pi; Parent: Pić
Child: Je; Parent: Jeść
Child: Bee; Parent: Koza
Child: Momo; Parent: Motor
Child: Szyszy; Parent: Szyszka
Child: DziAdzi; Parent: Gwiazda
Child: Mimi; Parent: Michał
Child: Mi; Parent: Miś
Child: Hu; Parent: Hulajnoga
Child: Aabus; Parent: Autobus
Child: Tir; Parent: Tir
Child: Zum zum; Parent: Piosenka 
Child: Cycy; Parent: Ssanie piersi
Child: Wuwu; Parent: Wujek
Child: Ciocia; Parent: Ciocia
Child: Jajo; Parent: Jajko
Child: Ba; Parent: Banan
Child: Fifi; Parent: Kiwi
Child: Wowo; Parent: Woda/picie
Child: Wowo; Parent: Woda/picie
Child: Pipi; Parent: Mysz
Child: Ał; Parent: Ała
Child: Bubu; Parent: Boli
Child: Bozia; Parent: Bóg
Child: Amen; Parent: Amen
Child: Wower; Parent: Rower
Child: Wyść; Parent: Wyjść 
Child: śpi; Parent: Spać/spi
Child: Nono; Parent: Nos
Child: Pempe; Parent: Pępek
Child: Bubu; Parent: Brzuch
Child: Mama; Parent: Mama
Child: Jest; Parent: Jest
Child: Fiwi; Parent: Kiwi
Child: Wyjść; Parent: Wychodzenie np. Z wózka
Child: Iść; Parent: Chodzić
Child: Dwa; Parent: Liczba 2
Child: Trzy; Parent: 3
Child: Bebe; Parent: Nie wolno/ brzydko
Child: Pepa; Parent: świnka pepa
Child: Dwie; Parent: Dwie rzeczy
Child: Pszontam; Parent: Sprzątam
Child: Wyjś; Parent: Wyjść
Child: Bam; Parent: Spaść
Child: Nie chće; Parent: Nie chce
Child: Mi hał; Parent: Imię michał
Child: Białe; Parent: Kolor/ biały/ odpowieddź na pytanie jaki/jaka jest dana rzecz?
Child: Stań; Parent: Wstań
Child: Kiciusz; Parent: Kiciuś
Child: Aaa; Parent: Spać
Child: Papp; Parent: Koparka
Child: Opa; Parent: Hop - skakać
Child: Ble; Parent: Coś obrzydliwego
Child: Sisi; Parent: Robić siku
Child: Ada; Parent: Imię Ada
Child: Aghr; Parent: Jak robi nieddźwieddź
Child: Anana; Parent: Ananas
Child: Ba; Parent: Jak coś upadnie
Child: Baaa; Parent: Wystraszyć kogoś oraz wystraszyć się
Child: Baba; Parent: Babcia
Child: Babo; Parent: Babka piasku
Child: Bach; Parent: Gdy coś upadnie
Child: Bam ; Parent: Jak coś się przewróci oraz granie na bębenku
Child: Banana; Parent: Banan
Child: Bawo; Parent: Brawo
Child: Bouba; Parent: Buba z książki
Child: Boubo; Parent: Buty
Child: Brum brum; Parent: Jak robi auto
Child: Bu; Parent: Bób
Child: Ciocia; Parent: Ciocia
Child: Co to?; Parent: Co to
Child: Cycy; Parent: Pierś
Child: Da; Parent: Daj
Child: Dzi; Parent: Dzik
Child: Dziadzia; Parent: Dziadek
Child: Ghughu; Parent: Gruchanie gołębia
Child: Lala; Parent: Lalka
Child: Mama; Parent: Mama
"Child: Mniam mniam; Parent: Smaczne, jeść, jedzenie"
"Child: Mniam mniam; Parent: Smaczne, jeść, jedzenie"
"Child: Mniam mniam; Parent: Smaczne, jeść, jedzenie"
"Child: Nam nam; Parent: Smaczne, jeść, jedzenie"
"Child: Nam nam; Parent: Smaczne, jeść, jedzenie"
"Child: Nam nam; Parent: Smaczne, jeść, jedzenie"
Child: Nana; Parent: Kaczka
Child: Nanna ; Parent: Dziadek
Child: Nie; Parent: Nie
Child: Nne ma; Parent: Nie ma
Child: Nunu; Parent: Nie wolno
Child: Papa; Parent: Lampa
Child: Pepe; Parent: Pępek
Child: Tak; Parent: Tak
Child: Tata; Parent: Tata
Child: A a a ; Parent: Jak robi małpka
Child: Aghr; Parent: Jak robi tygrys
Child: Au au; Parent: Szczekanie psa
Child: Bo bo; Parent: Dziecko
Child: Bobo; Parent: Brat 
Child: Dzidzia; Parent: Dziecko
Child: Iau iau; Parent: Miauczenie kota
Child: Khi khi; Parent: Jak robi kot
Child: Kici kici; Parent: Jak robi kot
Child: Mmmm; Parent: Ddźwięk samolotu
Child: Mmmuu; Parent: Muczenie krowy
Child: Nie ma; Parent: Nie ma
Child: Pa; Parent: Pa pa
Child: Ppa; Parent: Dobranoc
Child: Łee; Parent: Jak płacze dziecko
Child: Mee; Parent: Jak robi koza
Child: Rura; Parent: Rura
Child: Oja; Parent: Imię mamy 
Child: Baba; Parent: Żaba
Child: Pepa; Parent: Piłka
Child: Mee; Parent: Jak robi koza
Child: Cii; Parent: Cicho
Child: Azia ; Parent: Iza sąsiadka
Child: Ała; Parent: Ala babcia
Child: Dzieci; Parent: Dzieci
Child: Tam; Parent: Tam
Child: Pebe; Parent: Ddźwięk klaksonu
Child: Ciuciu; Parent: Ciuch ciuch - ddźwięk pociągu
Child: Chce; Parent: Chcę
Child: Chcę; Parent: Chcę
Child: Dziecio; Parent: Dzięcioł
Child: Choć; Parent: Choddź
Child: Tam; Parent: Tam
Child: Wowo; Parent: Volvo 
Child: Chocie; Parent: Choddźcie
Child: Mam; Parent: Mam
Child: Pan; Parent: Pan
Child: Doble; Parent: Dobre smaczne
"Child: Wwww; Parent: Ddźwięk urządzeń pralki, blendera"
"Child: Wwww; Parent: Ddźwięk urządzeń pralki, blendera"
Child: Ja; Parent: Ja
Child: Sio; Parent: Sio do michy
Child: Zzz; Parent: Owady
Child: Tutu; Parent: Trąbienie słonia
Child: Cze; Parent: Cześć
Child: Beee; Parent: Owca
Child: Patpa; Parent: Patataj
Child: Niunio; Parent: Imię kota niunio
Child: He; Parent: Hej
Child: Oko; Parent: Joko imię kota
Child: Apsi; Parent: A psik kichanie
Child: Tu; Parent: Tu
Child: Byby; Parent: Grzyby
Child: Baba; Parent: Telefon komórkowy
Child: Bołbo; Parent: Jabłko
Child: Aku; Parent: Akuku
Child: Oko; Parent: Oko
Child: No; Parent: Nos
"Child: Pić; Parent: Picie, woda"
Child: Apo; Parent: Jabłko
Child: Dam; Parent: Dam
Child: Ucho; Parent: Ucho
Child: Pippa; Parent: Pizza
Child: Bubu; Parent: Borówka
Child: Aba; Parent: Żaba
Child: Ijoijo; Parent: Straż pożarna
Child: I o i o; Parent: Odgłos osiołka
Child: Psiopsie; Parent: Poproszę
Child: Psi; Parent: śpi
Child: By; Parent: Byk
Child: Ania; Parent: Ania imię pająka
Child: Papa; Parent: Kanapka
Child: Aba; Parent: Żaba
Child: Pum; Parent: Plum - pluskanie 
Child: Tań; Parent: Wstań
Child: Wuwu; Parent: Wujek
Child: Ciacio; Parent: Ciastko
Child: Ała; Parent: Ała boli
Child: Ciach; Parent: Nóż
Child: Ciach; Parent: Obcinać włosy/fryzjer
Child: Dzyń; Parent: Tramwaj
Child: Apsia; Parent: Chłopiec
Child: Ziuu; Parent: Sanki
Child: Kółko; Parent: Kółko
Child: Bul ; Parent: Nurkować
Child: Plum; Parent: Rybka pływa plum
Child: Wuwu; Parent: Wujek
Child: Dyda; Parent: Dynia
Child: Kto to; Parent: Kto to
Child: Buub; Parent: Bóbr
Child: Apsia; Parent: Wiewiórka basia
Child: Cześ; Parent: Cześć
Child: Kra kra; Parent: Wrona
Child: Patrz; Parent: Patrz
Child: Gabry; Parent: Gabryś
Child: Laua; Parent: Laura
Child: Mopś; Parent: Mops
Child: Ogór; Parent: Ogórek
Child: Ogód; Parent: Ogród
Child: Dodom; Parent: Do domu
Child: Wuwu; Parent: Wózek
Child: Pan ioio; Parent: Strażak
Child: Kajka; Parent: Książka
Child: Gro; Parent: Groszek
Child: Ciarny; Parent: Czarny
Child: Mama; Parent: Mama
Child: Pupa; Parent: Pupa
Child: Ko ko; Parent: Jak robi kura
Child: Aaaa; Parent: Spać
Child: Arara; Parent: Papuga
Child: Papa; Parent: Lampa
Child: Pappa; Parent: Koparka
Child: Pepe; Parent: Pępek
Child: Tata; Parent: Tata
Child: Pepa; Parent: Piłka
Child: Pepe; Parent: Piłka
Child: Ta; Parent: Tam
Child: Ała; Parent: Boli
Child: Ciuciu; Parent: Ciuch ciuch ddźwięk pociągu
Child: Łała; Parent: Lala
Child: Rara; Parent: Rura
Child: Pupa; Parent: Kupa
Child: Mniam; Parent: Jeść
Child: Oja; Parent: Ola
Child: Hej; Parent: Hej
Child: Wowo; Parent: Volvo
Child: Ada; Parent: Ada
Child: Aza; Parent: Iza
Child: Ciocia; Parent: Ciocia
Child: Pebe; Parent: Szczurek
Child: Meee; Parent: Koza
Child: Beeee; Parent: Owca
Child: Niunio; Parent: Imię kota
Child: Pa; Parent: Pan
Child: Sisi; Parent: Siusiu
Child: To; Parent: To
Child: Sio; Parent: Sio
Child: Baba; Parent: Żaba
Child: Edzio; Parent: Imię przytulanki
Child: Bauba; Parent: Banan
Child: Jujo; Parent: Julo - własne imię
Child: Pa; Parent: Pan
Child: Mi; Parent: Misia- siostra
Child: Mi ; Parent: Miś
Child: Mam; Parent: Mam
Child: Baba; Parent: Telefon komórkowy
Child: Tam; Parent: Tam
Child: Ciu; Parent: Ciuch ciuch
Child: Oć; Parent: Choć
Child: Oko; Parent: Oko
Child: No; Parent: Nos
Child: I o i o; Parent: Odgłos osiołka
Child: I i i i; Parent: Straż pożarna
Child: Tu tu; Parent: Słoń
Child: Dam; Parent: Dam
Child: Aku; Parent: Akuku
Child: Ania; Parent: Imię pająka
Child: Pupa; Parent: Kupa
Child: Aku; Parent: A kuku
Child: Dziółw; Parent: Żółw
Child: Kuku ; Parent: Kukurydza
Child: Grygro; Parent: Groszek
Child: Pciu; Parent: Pić
Child: Tan; Parent: Wstań
Child: Ziuu; Parent: Jedździć na sankach
Child: Duzi; Parent: Duży
Child: Bluble; Parent: Brudne
Child: Cze; Parent: Cześć
Child: Dbluble; Parent: Brudne
Child: Apsia; Parent: Chlopiec
Child: Baban; Parent: Banan
Child: Bałban; Parent: Bałwan
Child: Psiepsie; Parent: Przemek
Child: Wuwu; Parent: Wujek
Child: Gogo; Parent: Golas
Child: Kaka; Parent: Wkr?tarka
Child: Klu; Parent: Klucze
Child: Kokam; Parent: Kocham
Child: Enio; Parent: Dziadek lenio
Child: Gugu; Parent: Dziadek grześ
Child: Gulgul; Parent: Indyk
Child: Usia; Parent: Babcia Lusia
Child: Patrz; Parent: Patrz
Child: Kra; Parent: Wrona
Child: Klekle; Parent: Bocian
Child: Goga; Parent: Golas
Child: Bubbia; Parent: Buzia
Child: Mor; Parent: Mors
Child: Dom; Parent: Dom
Child: Dym; Parent: Dym
Child: Wróć; Parent: Wróć
Child: Amdam; Parent: Adam
Child: Moć; Parent: Mops
Child: Kasia; Parent: Kasia
Child: Dum dum; Parent: Skakać
Child: Ogód; Parent: Ogródek
Child: Ogór; Parent: Ogórek
Child: Gro; Parent: Groszek
Child: Ta; Parent: Tak
Child: Da; Parent: Daj
Child: Tam; Parent: Pokazuje coś gdzie jest
Child: Opa; Parent: Na ręce 
Child: Bam; Parent: Coś spadło 
Child: Ania; Parent: Ciocia Ania :) 
Child: To; Parent: Wskazuje na przedmiot
Child: Am am ; Parent: Jeść 
Child: Oj ; Parent: Coś się stało 
Child: Pi bi; Parent: Używa gdy jedzie samochodzikiem 
"Child: Dydy; Parent: Rowerzyści, rower"
"Child: Dydy; Parent: Rowerzyści, rower"
"Child: Tu; Parent: Takie samo, po prostu tu w kontekście że coś jest "
"Child: Nana; Parent: Muzyka, włączyć muzykę "
Child: Kuku; Parent: Kukułka
Child: Łoł; Parent: Ekscytacja czymś 
Child: Ba; Parent: Banan
Child: Nini; Parent: Noski noski 
Child: Chce; Parent: Chcę
Child: Mami; Parent: Mama
Child: Tato; Parent: Tata
Child: Ingi; Parent: Koleżanka Ingrid
Child: Ma; Parent: Kolega Max
Child: Ka ka ; Parent: Ptak
Child: Ha? ; Parent: Co? 
Child: Pappa; Parent: Tata
Child: Oko; Parent: Oko
Child: Popi; Parent: Nazwa konia(żywego)
Child: Papi; Parent: Papir czyli papier
Child: Ja; Parent: Ja
Child: Baji; Parent: Bajki
Child: Heja; Parent: Hei/hej
Child: Baba; Parent: Babcia
Child: Ła/Wa; Parent: Woda/vann
"Child: Jaja; Parent: Jaja, jajka"
Child: Taja; Parent: Wstaje
Child: Oko; Parent: Otwórz 
Child: Topa; Parent: Stopa
Child: Dja; Parent: Dwa
"Child: Naj; Parent: Nei(czyt naj), znaczy nie po norwesku"
Child: Tada; Parent: Tadam!
Child: Mała; Parent: Mała
Child: Hihi; Parent: Udaje śmiech 
Child: Duła; Parent: Duża
"Child: Titi; Parent: Cycy, cycki "
Child: Den; Parent: Ten
Child: Kiki; Parent: Nazwa maskotki
Child: Towa; Parent: Gotowa
"Child: Mije; Parent: Mye, nor. Wiecej "
"Child: Tijo; Parent: Theo,  imie kolegi "
Child: Je; Parent: Je
Child: Pije; Parent: Pije
Child: Pół; Parent: Pół
Child: Majsi; Parent: Majtki
"Child: Ku; Parent: Sko, buty czyt. ?sku?"
Child: Noła; Parent: Nowa
Child: Hoho; Parent: Mikołaj
Child: Choć; Parent: Choddź
Child: Mel; Parent: Mleko nor. Melk
Child: Tipi; Parent: Tipi
Child: Kiwi; Parent: Kiwi
Child: Kała; Parent: Kawa
Child: śpi; Parent: śpi
Child: Male; Parent: Malować 
Child: Se; Parent: Patrz
Child: Hejci; Parent: Hejdi
"Child: Bi; Parent: Bil, samochód "
Child: Miś; Parent: Miś
Child: Kuła; Parent: Kura
Child: Buju; Parent: Buja się
Child: Pepa gris; Parent: Pepa świnia
Child: Puk; Parent: Pług
Child: Koła; Parent: Koła
Child: Mama; Parent: Mama
Child: Bu; Parent: Buty
Child: Tata; Parent: Tata
Child: Pepa; Parent: Peppa
Child: Koko; Parent: Kura
Child: Liście ; Parent: Liście 
Child: Noga; Parent: Noga
Child: Apepy; Parent: Skrapety
Child: Pi; Parent: Pić
Child: Siok; Parent: Sok
Child: Tsi; Parent: Trzy
Child: Meksi; Parent: Meksyk
Child: Dobja; Parent: Dobra
Child: Octopus; Parent: Ośmiornica
Child: Muśla; Parent: Muszla
Child: Dobzie; Parent: Dobrze
Child: Oko; Parent: Oko
Child: Pica; Parent: Pizza
Child: Nić; Parent: Nić
Child: Siama; Parent: Sama
Child: Czasia; Parent: Czaszka
Child: Pujle; Parent: Puzzle
Child: Ulia; Parent: Julia
Child: Noć; Parent: Noc
Child: Zięcia; Parent: Zdjęcia 
Child: Mimi; Parent: Myszka minnie
Child: Kujki; Parent: Kulki
Child: Kocik; Parent: Kocyk
Child: Jego; Parent: Lego
Child: Sej; Parent: Ser
Child: Maka; Parent: Mąka
Child: Jajo; Parent: Jajo
Child: Ciepa; Parent: Przyczepa
Child: Tipi; Parent: Tipi
Child: Pokaj; Parent: Pokaż
Child: Pudźle; Parent: Puzzle
Child: Bieski; Parent: Niebieski
Child: Dżeło; Parent: Drzewo
Child: Jeś; Parent: Yes
Child: Dzie jesteś ; Parent: Gdzie jesteś
Child: Fajby; Parent: Farby
Child: Konicinka; Parent: Koniczynka
Child: A tutaj; Parent: O tutaj
Child: Niamek; Parent: Domek
Child: Podnie; Parent: Spodnie
Child: Bajaka; Parent: Bransoletka
Child: Drugą Też? ; Parent: Drugą też?
Child: Kolaly; Parent: Okulary 
Child: Mino; Parent: Domino
Child: Kulik; Parent: Królik 
Child: Citam; Parent: Czytam
Child: Ułty; Parent: Żółty 
Child: Kotociaki; Parent: Kotociaki (bajka)
Child: Siody; Parent: Schody
Child: Owca; Parent: Owca
Child: Owieka; Parent: Owieczka
Child: Kanake z maśłem; Parent: Kanapkę z masłem
Child: Utknełam; Parent: Utknęłam
Child: Piana; Parent: Piana
Child: Podnie; Parent: Spodnie
Child: Chinka; Parent: Choinka
Child: Pepasiam; Parent: Przepraszam 
Child: Siumi; Parent: Szumi
Child: Mama Batka; Parent: Mama Beatka
Child: Tata łobet; Parent: Tata Robert 
Child: Jecie nie; Parent: Jeszcze nie
Child: Tantolina; Parent: Ciastolina
Child: Hamolot; Parent: Samolot
Child: Jajko pojanka; Parent: Jajko niespodzianka
Child: Cołt; Parent: Coat 
Child: Zeputy; Parent: Zepsuty
Child: PipetA; Parent: Pipeta
Child: Na kanapie; Parent: Na kanapie
Child: Keśnićka; Parent: Księżniczka
Child: Kap kap kap; Parent: Raining
Child: Brum brum brum; Parent: Truck
Child: Ka; Parent: Cat
Child: Gaga; Parent: gałgan
Child: Ba ba; Parent: Bam bam
Child: Ba; Parent: Bye
Child: Kumka; Parent: Kum kum
Child: Ba; Parent: Bach
Child: Mniam mniam; Parent: Yummy
Child: Dyn dyn; Parent: Dzyn dzyn tramwaj
"Child: Bach; Parent: Fall, dropped something"
Child: Aha; Parent: Horse sound
Child: Hau hau wow wow; Parent: Dog
Child: Ni ni; Parent: Syrens
Child: Uhu; Parent: Owl's sound
Child: Tata; Parent: Dad
Child: Mama; Parent: Mum
Child: Iha; Parent: Horse
Child: Dy dy; Parent: Tractor
Child: Kła; Parent: Duck
Child: Mummy; Parent: Mum
Child: Mu; Parent: Moon
Child: Kja; Parent: Kra wrona
Child: Dy; Parent: Dyr tractor
Child: Daddy; Parent: Daddy
Child: Bee; Parent: Bee
Child: Booba; Parent: Book bag
Child: Pumpa; Parent: Pupa
Child: Mo; Parent: Most
Child: Dida; Parent: Dzidzia
Child: Ach; Parent: Ach
Child: Buch; Parent: Buch
Child: Tatut; Parent: Tatuś
Child: Bobo; Parent: Baby
Child: Dom; Parent: House
Child: Bo; Parent: Ball
Child: Gaku; Parent: Garden
"Child: Guku; Parent: Stairs, upstairs, downstairs"
Child: Guku; Parent: Cucumber
Child: Pipa; Parent: Pizza
Child: Dach; Parent: Dach
Child: Duch; Parent: Duch
Child: Do; Parent: Door
Child: Bag; Parent: Bag
Child: Bak; Parent: Bike
Child: Park; Parent: Park
Child: Get; Parent: Gate
Child: Kask; Parent: Kask
Child: Nóż; Parent: Nóż
Child: Tutaj; Parent: Tutaj
Child: Kaj; Parent: Sky
Child: Mlekog; Parent: Mleko
Child: Nogi; Parent: Nogi
Child: Kep; Parent: Sklep
Child: Kredka; Parent: Kredka 
Child: Piesio; Parent: Piesio
Child: Madi; Parent: Name
Child: Mofa; Parent: Morwa
Child: Gejp; Parent: Grape
Child: Nuchka; Parent: Łyżka 
Child: Naf; Parent: Enough 
Child: Cis; Parent: Cheese
Child: Dejen; Parent: Dalej
Child: Katat; Parent: Katar
Child: Tutaj; Parent: Tutaj
Child: Klucz; Parent: Kluczr
Child: Patrz; Parent: Patrz co robię/na mnie
Child: Iyat; Parent: Wiatr
"Child: Pip; Parent: Kupić, sklep"
"Child: Pip; Parent: Kupić, sklep"
Child: Jiba; Parent: Ryba
Child: Cieś; Parent: Cześć
Child: Ta; Parent: Tak
Child: Mhm; Parent: Tak
Child: No; Parent: Tak
Child: Nie!; Parent: Nie
Child: Powów; Parent: Pomóż
"Child: Usioś; Parent: Usiąść, usiądę, siadam, chce tu usiąść"
Child: Slom; Parent: Słoń
"Child: Citam; Parent: Książka, poczytaj "
Child: Bawo!; Parent: Brawo!
Child: Jeleń; Parent: Jeleń
Child: Łebet; Parent: Żaba
"Child: Bjum bjum; Parent: Auto, jechać, wózek, coś z kołami"
"Child: Bjum bjum; Parent: Auto, jechać, wózek, coś z kołami"
"Child: Bjum bjum; Parent: Auto, jechać, wózek, coś z kołami"
"Child: Bjum bjum; Parent: Auto, jechać, wózek, coś z kołami"
Child: Jedzie; Parent: Jedzie
Child: Idzie; Parent: Idzie
"Child: Usiąś; Parent: Usiąść, ktoś siedzi, ja chcę usiąść tu, ty tu usiąddź"
Child: Dzidziuś; Parent: Lalka dzidziuś
"Child: Boi; Parent: Boję się, wystraszyłam się "
Child: Fatuo; Parent: światło
Child: Jody; Parent: Lody
"Child: Chowam; Parent: Chowam się/coś, schowam"
Child: Dwa; Parent: Licz
"Child: Usio; Parent: Ucho, uszy"
"Child: Ocio; Parent: Oko, oczy"
Child: Pupa; Parent: Pupa
Child: Sjom; Parent: Srom
"Child: Goi; Parent: Rana, strupek"
"Child: Goi; Parent: Rana, strupek"
Child: Julian; Parent: Imię kota
Child: Teje; Parent: Dziękuję
Child: Golas; Parent: Golas
Child: Ciu ciu; Parent: Pociąg
Child: Tolada; Parent: Czekolada
"Child: Hau hau; Parent: Pies, szczekanie"
"Child: Hau hau; Parent: Pies, szczekanie"
Child: Pipipi; Parent: Mysz
"Child: Cycycy; Parent: świerszcz, cykanie świerszczy"
Child: Huhu; Parent: Sowa
Child: Miaa miaa; Parent: Kot
Child: Ssss; Parent: Wąż
"Child: Bam; Parent: Upaść, upuścić, uderzyć"
Child: Tulu tulu; Parent: Turlanie
Child: Bujaj; Parent: Huśtaj mnie
"Child: Ćśś; Parent: Spać, łóżko"
"Child: Ćśś; Parent: Spać, łóżko"
Child: Ćśś; Parent: Być cicho lub być uciszanym
"Child: Muu; Parent: Krowa, byk"
"Child: Uaa; Parent: Lew, pantera, tygrys, nieddźwieddź itp"
"Child: Uaa; Parent: Lew, pantera, tygrys, nieddźwieddź itp"
"Child: Uaa; Parent: Lew, pantera, tygrys, nieddźwieddź itp"
"Child: Uaa; Parent: Lew, pantera, tygrys, nieddźwieddź itp"
Child: Kua kua; Parent: Kaczka
Child: Gulugulu; Parent: Indyk
Child: Mee; Parent: Koza
Child: Bee; Parent: Owca
"Child: Hop hop; Parent: Chcę na ręce, do góry"
"Child: Daj; Parent: Chcę to co masz, podaj co upadło, leży"
"Child: Bzzz; Parent: Osa, pszczoła, mucha"
"Child: Bzzz; Parent: Osa, pszczoła, mucha"
"Child: Bzzz; Parent: Osa, pszczoła, mucha"
Child: Osia; Parent: Osa
Child: Bawić; Parent: Pobaw się 
"Child: Djąć; Parent: Zdjąć, wyciągnąć"
"Child: Djąć; Parent: Zdjąć, wyciągnąć"
Child: Paf; Parent: Paw
Child: Jatutu; Parent: Ratunku
Child: Tutiti; Parent: Kucyki
Child: Patajaj; Parent: Patataj
Child: Plasiam; Parent: Przepraszam
"Child: Jepiej; Parent: Lepiej, już dobrze"
Child: Tejaz; Parent: Teraz
Child: Tajas; Parent: Taras
Child: Poftuj; Parent: Potwór
"Child: Mozie; Parent: Może, można"
Child: Musia; Parent: Mucha
Child: Gdzie?; Parent: Gdzie jest?
Child: Daj daj; Parent: Daj mi to
Child: Odaj; Parent: Oddaj
Child: Łap; Parent: Złap mnie
"Child: Pudaj; Parent: Puszczaj, puść, wypuść mnie"
Child: Dobjy; Parent: Dzień dobry
Child: Basen; Parent: Basen 
Child: Tisza; Parent: Cisza
Child: Patataj; Parent: Patataj
Child: Liza; Parent: Eliza
Child: Uata; Parent: Ważka
Child: Cycuś; Parent: Pierś
Child: Motyl; Parent: Motyl
Child: Sito; Parent: Wszystko
"Child: Miś; Parent: Nieddźwieddź, miś"
"Child: Miś; Parent: Nieddźwieddź, miś"
Child: Siajot; Parent: Samolot
Child: Pote; Parent: Puste
Child: Liić; Parent: Liść
Child: Uacić; Parent: Zobaczyć
Child: Padam; Parent: Spadam
"Child: Obuddź obuddź; Parent: Obuddź się, wstań z łóżka"
Child: Bina; Parent: Drabina
Child: Ciocia; Parent: Ciocia
Child: Ewua; Parent: Ewa
Child: Motil; Parent: Motyl
"Child: Badzo badzo; Parent: Bardzo chcę, zależy mi na tym"
"Child: Lalala; Parent: Lalala, śpiewanie "
Child: Kja kja; Parent: Odgłos kruka
"Child: Fetejsia; Parent: Fluttershy, imię kucyka"
"Child: Chce, bajdzo chce.; Parent: Bardzo to chcę"
Child: Patataj patataj; Parent: Patataj
