,form,meaning,KEY-MEANING
727,Mi,Miś,TEDDY-BEAR
728,Kupa,Kupa,POOP
729,Siusiu,Siusiu,PEE
730,Dam,Daj,GIVE
731,Dziura,Dziura,HOLE
732,Dziadzia,Dziadzio,GRANDPA
733,Nunu,Franek,PERSON
734,Ciocia,Ciocia,AUNT
735,Puk,Pukanie ,KNOCK-KNOCK
736,Dzi ,Drzwi,DOOR
737,Szafa,Szafa,WARDROBE
738,Gowa,Głowa,HEAD
739,Kokoo,Oko,EYE
740,Pupa,Pupa,BOTTOM
741,Wewo,Drzewo,TREE
742,Mu,Krowa,COW
743,Bee,Baran,LAMB
744,Mee,Koza,GOAT
745,Haha,Koń,HORSE
746,Kici,Kotek,CAT
747,Hau,Piesek,DOG
748,Brum brum,Auto,CAR
749,Pik,Pieniądze ,MONEY
750,Pi pi,Myszka,MOUSE
751,Uhu,Sowa,OWL
752,Bzzz,Pszczola,BEE
753,Małe,Małe ,SMALL
754,Dua,Duże ,BIG
755,Goła ,Goły,NAKED
756,Dziem,Dżem,JAM
757,Tśy,Trzy,THREE
758,Ciuciu,Slodkie,SWEET
759,Czuczu,Pociag,TRAIN
760,Bubu,Traktor,TRACTOR
761,Ga,Gra,GAME
762,Beben,Bęben ,DRUM
763,Choć,Choddź ,COME
764,Działa,Działa,WORKING
765,Dzyń dzyń ,Dzwonek,BELL
766,Dziua,Dziura,HOLE
767,Pepek,Pępek,NAVEL
768,Jus,Już,NOW
769,Zuzu,Zuzia imię,PERSON
770,Tata,Tata,DAD
771,Baba,Baba,GRANDMA
772,Dziadzia,Dziadek,GRANDPA
773,Dzidzia,Dziecko,BABY
774,Pan,Pan,MAN
775,Pani,Pani,LADY
776,Nunu,Noga,LEG
777,Głowa,Glowa,HEAD
778,Żużu,Żółw,TURTLE
779,Fafa,Fanta,DRINK
780,Mumu,Krowa,COW
781,Hałhał/pies,Pies,DOG
782,Nie,Nid,NO
783,Bebe,Piosenka ,SONG
784,Pi,Pić,DRINK
785,Je,Jeść,EAT
786,Bee,Koza,GOAT
787,Momo,Motor,MOTORCYCLE
788,Szyszy,Szyszka,CONE
789,DziAdzi,Gwiazda,STAR
790,Mimi,Michał,PERSON
791,Mi,Miś,TEDDY-BEAR
792,Hu,Hulajnoga,SCOOTER
793,Aabus,Autobus,BUS
794,Tir,Tir,TRUCK
795,Zum zum,Piosenka ,SONG
796,Cycy,Ssanie piersi,BREASTFEEDING
797,Wuwu,Wujek,UNCLE
798,Ciocia,Ciocia,AUNT
799,Jajo,Jajko,EGG
800,Ba,Banan,BANANA
801,Fifi,Kiwi,KIWI
802,Wowo,Woda/picie,DRINK
803,Wowo,Woda/picie,WATER
804,Pipi,Mysz,MOUSE
805,Ał,Ała,HURTS
806,Bubu,Boli,HURTS
807,Bozia,Bóg,GOD
808,Amen,Amen,AMEN
809,Wower,Rower,BIKE
810,Wyść,Wyjść ,GO-OUT
811,śpi,Spać/spi,SLEEP
812,Nono,Nos,NOSE
813,Pempe,Pępek,NAVEL
814,Bubu,Brzuch,BELLY
815,Mama,Mama,MOM
816,Jest,Jest,TO-BE
817,Fiwi,Kiwi,KIWI
818,Wyjść,Wychodzenie np. Z wózka,GO-OUT
819,Iść,Chodzić,WALKING
820,Dwa,Liczba 2,TWO
821,Trzy,3,THREE
822,Bebe,Nie wolno/ brzydko,MUSTNT
823,Pepa,świnka pepa,CHARACTER
824,Dwie,Dwie rzeczy,TWO
825,Pszontam,Sprzątam,CLEANING
826,Wyjś,Wyjść,GO-OUT
827,Bam,Spaść,BAM
828,Nie chće,Nie chce,DONT-WANT
829,Mi hał,Imię michał,PERSON
830,Białe,Kolor/ biały/ odpowieddź na pytanie jaki/jaka jest dana rzecz?,WHITE
831,Stań,Wstań,GET-UP
832,Kiciusz,Kiciuś,CAT
833,Aaa,Spać,SLEEP
834,Papp,Koparka,EXCAVATOR
835,Opa,Hop - skakać,HOP
836,Ble,Coś obrzydliwego,DISGUSTNG
837,Sisi,Robić siku,PEE
838,Ada,Imię Ada,PERSON
839,Aghr,Jak robi nieddźwieddź,BEAR
840,Anana,Ananas,PINEAPPLE
841,Ba,Jak coś upadnie,BAM
842,Baaa,Wystraszyć kogoś oraz wystraszyć się,SCARED
843,Baba,Babcia,GRANDMA
844,Babo,Babka piasku,SANDCASTLE
845,Bach,Gdy coś upadnie,BAM
846,Bam ,Jak coś się przewróci oraz granie na bębenku,BAM
847,Banana,Banan,BANANA
848,Bawo,Brawo,BRAVO
849,Bouba,Buba z książki,CHARACTER
850,Boubo,Buty,SHOES
851,Brum brum,Jak robi auto,CAR
852,Bu,Bób,BEAN
853,Ciocia,Ciocia,AUNT
854,Co to?,Co to,WHAT-IS-THIS
855,Cycy,Pierś,BREAST
856,Da,Daj,GIVE
857,Dzi,Dzik,BOAR
858,Dziadzia,Dziadek,GRANDPA
859,Ghughu,Gruchanie gołębia,PIDGEON
860,Lala,Lalka,DOLL
861,Mama,Mama,MOM
862,Mniam mniam,"Smaczne, jeść, jedzenie",DELICIOUS
863,Mniam mniam,"Smaczne, jeść, jedzenie",EAT
864,Mniam mniam,"Smaczne, jeść, jedzenie",FOOD
865,Nam nam,"Smaczne, jeść, jedzenie",DELICIOUS
866,Nam nam,"Smaczne, jeść, jedzenie",EAT
867,Nam nam,"Smaczne, jeść, jedzenie",FOOD
868,Nana,Kaczka,DUCK
869,Nanna ,Dziadek,GRANDPA
870,Nie,Nie,NO
871,Nne ma,Nie ma,GONE
872,Nunu,Nie wolno,MUSTNT
873,Papa,Lampa,LAMP
874,Pepe,Pępek,NAVEL
875,Tak,Tak,YES
876,Tata,Tata,DAD
877,A a a ,Jak robi małpka,MONKEY
878,Aghr,Jak robi tygrys,TIGER
879,Au au,Szczekanie psa,DOG
880,Bo bo,Dziecko,BABY
881,Bobo,Brat ,SIBLING
882,Dzidzia,Dziecko,BABY
883,Iau iau,Miauczenie kota,CAT
884,Khi khi,Jak robi kot,CAT
885,Kici kici,Jak robi kot,CAT
886,Mmmm,Ddźwięk samolotu,PLANE
887,Mmmuu,Muczenie krowy,COW
888,Nie ma,Nie ma,GONE
889,Pa,Pa pa,BYE
890,Ppa,Dobranoc,GOOD-NIGHT
891,Łee,Jak płacze dziecko,CRY
892,Mee,Jak robi koza,GOAT
893,Rura,Rura,PIPE
894,Oja,Imię mamy ,MOM
895,Baba,Żaba,FROG
896,Pepa,Piłka,BALL
897,Mee,Jak robi koza,GOAT
898,Cii,Cicho,QUIET
899,Azia ,Iza sąsiadka,PERSON
900,Ała,Ala babcia,GRANDMA
901,Dzieci,Dzieci,CHILDREN
902,Tam,Tam,THERE
903,Pebe,Ddźwięk klaksonu,HORN
904,Ciuciu,Ciuch ciuch - ddźwięk pociągu,CHOO-CHOO
905,Chce,Chcę,WANT
906,Chcę,Chcę,WANT
907,Dziecio,Dzięcioł,WOODPECKER
908,Choć,Choddź,COME
909,Tam,Tam,THERE
910,Wowo,Volvo ,CAR
911,Chocie,Choddźcie,COME
912,Mam,Mam,HAVE
913,Pan,Pan,MAN
914,Doble,Dobre smaczne,GOOD
915,Wwww,"Ddźwięk urządzeń pralki, blendera",BLENDER
916,Wwww,"Ddźwięk urządzeń pralki, blendera",WASHING-MACHINE
917,Ja,Ja,SELF
918,Sio,Sio do michy,GO-AWAY
919,Zzz,Owady,INSECT
920,Tutu,Trąbienie słonia,ELEPHANT
921,Cze,Cześć,HI
922,Beee,Owca,SHEEP
923,Patpa,Patataj,HORSE
924,Niunio,Imię kota niunio,PET
925,He,Hej,HI
926,Oko,Joko imię kota,PET
927,Apsi,A psik kichanie,SNEEZE
928,Tu,Tu,HERE
929,Byby,Grzyby,MUSHROOM
930,Baba,Telefon komórkowy,PHONE
931,Bołbo,Jabłko,APPLE
932,Aku,Akuku,PEEKABOO
933,Oko,Oko,EYE
934,No,Nos,NOSE
935,Pić,"Picie, woda",DRINK
936,Apo,Jabłko,APPLE
937,Dam,Dam,GIVE
938,Ucho,Ucho,EAR
939,Pippa,Pizza,PIZZA
940,Bubu,Borówka,BLUEBERRY
941,Aba,Żaba,FROG
942,Ijoijo,Straż pożarna,FIRE-BRIGADE
943,I o i o,Odgłos osiołka,DONKEY
944,Psiopsie,Poproszę,PLEASE
945,Psi,śpi,SLEEPING
946,By,Byk,BULL
947,Ania,Ania imię pająka,PET
948,Papa,Kanapka,SANDWICH
949,Aba,Żaba,FROG
950,Pum,Plum - pluskanie ,SPLASH
951,Tań,Wstań,GET-UP
952,Wuwu,Wujek,UNCLE
953,Ciacio,Ciastko,COOKIE
954,Ała,Ała boli,HURTS
955,Ciach,Nóż,KNIFE
956,Ciach,Obcinać włosy/fryzjer,CUT
957,Dzyń,Tramwaj,TRAM
958,Apsia,Chłopiec,BOY
959,Ziuu,Sanki,SLEIGH
960,Kółko,Kółko,CIRCLE
961,Bul ,Nurkować,DIVE
962,Plum,Rybka pływa plum,FISH
963,Wuwu,Wujek,UNCLE
964,Dyda,Dynia,PUMPKIN
965,Kto to,Kto to,WHO-IS-THIS
966,Buub,Bóbr,BEAVER
967,Apsia,Wiewiórka basia,SQUIRREL
968,Cześ,Cześć,HI
969,Kra kra,Wrona,CROW
970,Patrz,Patrz,LOOK
971,Gabry,Gabryś,PERSON
972,Laua,Laura,PERSON
973,Mopś,Mops,PUG
974,Ogór,Ogórek,CUCUMBER
975,Ogód,Ogród,GARDEN
976,Dodom,Do domu,HOME
977,Wuwu,Wózek,STROLLER
978,Pan ioio,Strażak,FIRE-FIGHTER
979,Kajka,Książka,BOOK
980,Gro,Groszek,PEAS
981,Ciarny,Czarny,BLACK
982,Mama,Mama,MOM
983,Pupa,Pupa,BOTTOM
984,Ko ko,Jak robi kura,HEN
985,Aaaa,Spać,SLEEP
986,Arara,Papuga,PARROT
987,Papa,Lampa,LAMP
988,Pappa,Koparka,EXCAVATOR
989,Pepe,Pępek,NAVEL
990,Tata,Tata,DAD
991,Pepa,Piłka,BALL
992,Pepe,Piłka,BALL
993,Ta,Tam,THERE
994,Ała,Boli,HURTS
995,Ciuciu,Ciuch ciuch ddźwięk pociągu,CHOO-CHOO
996,Łała,Lala,DOLL
997,Rara,Rura,PIPE
998,Pupa,Kupa,POOP
999,Mniam,Jeść,EAT
1000,Oja,Ola,PERSON
1001,Hej,Hej,HI
1002,Wowo,Volvo,CAR
1003,Ada,Ada,PERSON
1004,Aza,Iza,PERSON
1005,Ciocia,Ciocia,AUNT
1006,Pebe,Szczurek,RAT
1007,Meee,Koza,GOAT
1008,Beeee,Owca,SHEEP
1009,Niunio,Imię kota,PET
1010,Pa,Pan,MAN
1011,Sisi,Siusiu,PEE
1012,To,To,THIS
1013,Sio,Sio,GO-AWAY
1014,Baba,Żaba,FROG
1015,Edzio,Imię przytulanki,TOY
1016,Bauba,Banan,BANANA
1017,Jujo,Julo - własne imię,SELF
1018,Pa,Pan,MAN
1019,Mi,Misia- siostra,SIBLING
1020,Mi ,Miś,TEDDY-BEAR
1021,Mam,Mam,HAVE
1022,Baba,Telefon komórkowy,PHONE
1023,Tam,Tam,THERE
1024,Ciu,Ciuch ciuch,CHOO-CHOO
1025,Oć,Choć,COME
1026,Oko,Oko,EYE
1027,No,Nos,NOSE
1028,I o i o,Odgłos osiołka,DONKEY
1029,I i i i,Straż pożarna,FIRE-BRIGADE
1030,Tu tu,Słoń,ELEPHANT
1031,Dam,Dam,GIVE
1032,Aku,Akuku,PEEKABOO
1033,Ania,Imię pająka,PET
1034,Pupa,Kupa,POOP
1035,Aku,A kuku,PEEKABOO
1036,Dziółw,Żółw,TURTLE
1037,Kuku ,Kukurydza,CORN
1038,Grygro,Groszek,PEAS
1039,Pciu,Pić,DRINK
1040,Tan,Wstań,GET-UP
1041,Ziuu,Jedździć na sankach,SLEIGH
1042,Duzi,Duży,BIG
1043,Bluble,Brudne,DIRTY
1044,Cze,Cześć,HI
1045,Dbluble,Brudne,DIRTY
1046,Apsia,Chlopiec,BOY
1047,Baban,Banan,BANANA
1048,Bałban,Bałwan,SNOWMAN
1049,Psiepsie,Przemek,PERSON
1050,Wuwu,Wujek,UNCLE
1051,Gogo,Golas,NAKED
1052,Kaka,Wkr?tarka,SCREWDRIVER
1053,Klu,Klucze,KEY
1054,Kokam,Kocham,LOVE
1055,Enio,Dziadek lenio,GRANDPA
1056,Gugu,Dziadek grześ,GRANDPA
1057,Gulgul,Indyk,TURKEY
1058,Usia,Babcia Lusia,GRANDMA
1059,Patrz,Patrz,LOOK
1060,Kra,Wrona,CROW
1061,Klekle,Bocian,STORK
1062,Goga,Golas,NAKED
1063,Bubbia,Buzia,FACE
1064,Mor,Mors,WALRUS
1065,Dom,Dom,HOME
1066,Dym,Dym,SMOKE
1067,Wróć,Wróć,COME-BACK
1068,Amdam,Adam,PERSON
1069,Moć,Mops,PUG
1070,Kasia,Kasia,PERSON
1071,Dum dum,Skakać,JUMP
1072,Ogód,Ogródek,GARDEN
1073,Ogór,Ogórek,CUCUMBER
1074,Gro,Groszek,PEAS
1075,Ta,Tak,YES
1076,Da,Daj,GIVE
1077,Tam,Pokazuje coś gdzie jest,THERE
1078,Opa,Na ręce ,UP
1079,Bam,Coś spadło ,BAM
1080,Ania,Ciocia Ania :) ,AUNT
1081,To,Wskazuje na przedmiot,THIS
1082,Am am ,Jeść ,EAT
1083,Oj ,Coś się stało ,EXCLAMATION
1084,Pi bi,Używa gdy jedzie samochodzikiem ,CAR
1085,Dydy,"Rowerzyści, rower",BIKE
1086,Dydy,"Rowerzyści, rower",BIKER
1087,Tu,"Takie samo, po prostu tu w kontekście że coś jest ",SAME
1088,Nana,"Muzyka, włączyć muzykę ",MUSIC
1089,Kuku,Kukułka,CUCKOO
1090,Łoł,Ekscytacja czymś ,EXCLAMATION
1091,Ba,Banan,BANANA
1092,Nini,Noski noski ,RHYME
1093,Chce,Chcę,WANT
1094,Mami,Mama,MOM
1095,Tato,Tata,DAD
1096,Ingi,Koleżanka Ingrid,PERSON
1097,Ma,Kolega Max,PERSON
1098,Ka ka ,Ptak,BIRD
1099,Ha? ,Co? ,WHAT
1100,Pappa,Tata,DAD
1101,Oko,Oko,EYE
1102,Popi,Nazwa konia(żywego),PET
1103,Papi,Papir czyli papier,PAPER
1104,Ja,Ja,SELF
1105,Baji,Bajki,TALE
1106,Heja,Hei/hej,HI
1107,Baba,Babcia,GRANDMA
1108,Ła/Wa,Woda/vann,WATER
1109,Jaja,"Jaja, jajka",EGG
1110,Taja,Wstaje,GET-UP
1111,Oko,Otwórz ,OPEN
1112,Topa,Stopa,FEET
1113,Dja,Dwa,TWO
1114,Naj,"Nei(czyt naj), znaczy nie po norwesku",NO
1115,Tada,Tadam!,READY
1116,Mała,Mała,SMALL
1117,Hihi,Udaje śmiech ,LAUGH
1118,Duła,Duża,BIG
1119,Titi,"Cycy, cycki ",BREAST
1120,Den,Ten,THIS
1121,Kiki,Nazwa maskotki,TOY
1122,Towa,Gotowa,READY
1123,Mije,"Mye, nor. Wiecej ",MORE
1124,Tijo,"Theo,  imie kolegi ",PERSON
1125,Je,Je,EAT
1126,Pije,Pije,DRINK
1127,Pół,Pół,HALF
1128,Majsi,Majtki,PANTS
1129,Ku,"Sko, buty czyt. ?sku?",SHOE
1130,Noła,Nowa,NEW
1131,Hoho,Mikołaj,PERSON
1132,Choć,Choddź,COME
1133,Mel,Mleko nor. Melk,MILK
1134,Tipi,Tipi,TIPI
1135,Kiwi,Kiwi,KIWI
1136,Kała,Kawa,COFFEE
1137,śpi,śpi,SLEEPING
1138,Male,Malować ,PAINT
1139,Se,Patrz,LOOK
1140,Hejci,Hejdi,PERSON
1141,Bi,"Bil, samochód ",CAR
1142,Miś,Miś,TEDDY-BEAR
1143,Kuła,Kura,HEN
1144,Buju,Buja się,SWING
1145,Pepa gris,Pepa świnia,CHARACTER
1146,Puk,Pług,PLOUGH
1147,Koła,Koła,WHEELS
1148,Mama,Mama,MOM
1149,Bu,Buty,SHOES
1150,Tata,Tata,DAD
1151,Pepa,Peppa,CHARACTER
1152,Koko,Kura,HEN
1153,Liście ,Liście ,LEAF
1154,Noga,Noga,LEG
1155,Apepy,Skrapety,SOCK
1156,Pi,Pić,DRINK
1157,Siok,Sok,JUICE
1158,Tsi,Trzy,THREE
1159,Meksi,Meksyk,MEXICO
1160,Dobja,Dobra,OK
1161,Octopus,Ośmiornica,OCTOPUS
1162,Muśla,Muszla,SHELL
1163,Dobzie,Dobrze,OK
1164,Oko,Oko,EYE
1165,Pica,Pizza,PIZZA
1166,Nić,Nić,THREAD
1167,Siama,Sama,BY-MYSELF
1168,Czasia,Czaszka,SKULL
1169,Pujle,Puzzle,PUZZLE
1170,Ulia,Julia,PERSON
1171,Noć,Noc,NIGHT
1172,Zięcia,Zdjęcia ,PHOTO
1173,Mimi,Myszka minnie,CHARACTER
1174,Kujki,Kulki,BALL
1175,Kocik,Kocyk,BLANKET
1176,Jego,Lego,LEGO
1177,Sej,Ser,CHEESE
1178,Maka,Mąka,FLOUR
1179,Jajo,Jajo,EGG
1180,Ciepa,Przyczepa,TRAILER
1181,Tipi,Tipi,TIPI
1182,Pokaj,Pokaż,SHOW
1183,Pudźle,Puzzle,PUZZLE
1184,Bieski,Niebieski,BLUE
1185,Dżeło,Drzewo,TREE
1186,Jeś,Yes,YES
1187,Dzie jesteś ,Gdzie jesteś,WHERE
1188,Fajby,Farby,PAINT
1189,Konicinka,Koniczynka,CLOVER
1190,A tutaj,O tutaj,HERE
1191,Niamek,Domek,HOME
1192,Podnie,Spodnie,TROUSERS
1193,Bajaka,Bransoletka,BRACELET
1194,Drugą Też? ,Drugą też?,ANOTHER
1195,Kolaly,Okulary ,GLASSES
1196,Mino,Domino,DOMINO
1197,Kulik,Królik ,RABBIT
1198,Citam,Czytam,READ
1199,Ułty,Żółty ,YELLOW
1200,Kotociaki,Kotociaki (bajka),CHARACTER
1201,Siody,Schody,STAIRS
1202,Owca,Owca,SHEEP
1203,Owieka,Owieczka,SHEEP
1204,Kanake z maśłem,Kanapkę z masłem,SANDWICH
1205,Utknełam,Utknęłam,GET-STUCK
1206,Piana,Piana,FOAM
1207,Podnie,Spodnie,TROUSERS
1208,Chinka,Choinka,CHRISTMAS-TREE
1209,Pepasiam,Przepraszam ,SORRY
1210,Siumi,Szumi,RUSTLING
1211,Mama Batka,Mama Beatka,PERSON
1212,Tata łobet,Tata Robert ,DAD
1213,Jecie nie,Jeszcze nie,NOT-YET
1214,Tantolina,Ciastolina,PLAYDOUGH
1215,Hamolot,Samolot,PLANE
1216,Jajko pojanka,Jajko niespodzianka,SWEETS
1217,Cołt,Coat ,COAT
1218,Zeputy,Zepsuty,BROKEN
1219,PipetA,Pipeta,PIPETTE
1220,Na kanapie,Na kanapie,COUCH
1221,Keśnićka,Księżniczka,MOON
1222,Kap kap kap,Raining,RAIN
1223,Brum brum brum,Truck,TRUCK
1224,Ka,Cat,CAT
1225,Gaga,gałgan,BUGGER
1226,Ba ba,Bam bam,BAM
1227,Ba,Bye,BYE
1228,Kumka,Kum kum,FROG
1229,Ba,Bach,BAM
1230,Mniam mniam,Yummy,YUMMY
1231,Dyn dyn,Dzyn dzyn tramwaj,TRAM
1232,Bach,"Fall, dropped something",BAM
1233,Aha,Horse sound,HORSE
1234,Hau hau wow wow,Dog,DOG
1235,Ni ni,Syrens,MERMAID
1236,Uhu,Owl's sound,OWL
1237,Tata,Dad,DAD
1238,Mama,Mum,MOM
1239,Iha,Horse,HORSE
1240,Dy dy,Tractor,TRACTOR
1241,Kła,Duck,DUCK
1242,Mummy,Mum,MOM
1243,Mu,Moon,MOON
1244,Kja,Kra wrona,CROW
1245,Dy,Dyr tractor,TRACTOR
1246,Daddy,Daddy,DAD
1247,Bee,Bee,
1248,Booba,Book bag,BAG
1249,Pumpa,Pupa,BOTTOM
1250,Mo,Most,BRIDGE
1251,Dida,Dzidzia,BABY
1252,Ach,Ach,EXCLAMATION
1253,Buch,Buch,BAM
1254,Tatut,Tatuś,DAD
1255,Bobo,Baby,BABY
1256,Dom,House,HOUSE
1257,Bo,Ball,BALL
1258,Gaku,Garden,GARDEN
1259,Guku,"Stairs, upstairs, downstairs",STAIRS
1260,Guku,Cucumber,CUCUMBER
1261,Pipa,Pizza,PIZZA
1262,Dach,Dach,ROOF
1263,Duch,Duch,GHOST
1264,Do,Door,DOOR
1265,Bag,Bag,BAG
1266,Bak,Bike,BIKE
1267,Park,Park,PARK
1268,Get,Gate,GATE
1269,Kask,Kask,HELMET
1270,Nóż,Nóż,KNIFE
1271,Tutaj,Tutaj,HERE
1272,Kaj,Sky,CHARACTER
1273,Mlekog,Mleko,MILK
1274,Nogi,Nogi,LEG
1275,Kep,Sklep,SHOP
1276,Kredka,Kredka ,CRAYONS
1277,Piesio,Piesio,DOG
1278,Madi,Name,PERSON
1279,Mofa,Morwa,MULBERRY
1280,Gejp,Grape,GRAPES
1281,Nuchka,Łyżka ,SPOON
1282,Naf,Enough ,ENOUGH
1283,Cis,Cheese,CHEESE
1284,Dejen,Dalej,FURTHER
1285,Katat,Katar,RUNNY-NOSE
1286,Tutaj,Tutaj,HERE
1287,Klucz,Kluczr,KEY
1288,Patrz,Patrz co robię/na mnie,LOOK
1289,Iyat,Wiatr,WIND
1290,Pip,"Kupić, sklep",BUY
1291,Pip,"Kupić, sklep",SHOP
1292,Jiba,Ryba,FISH
1293,Cieś,Cześć,HI
1294,Ta,Tak,YES
1295,Mhm,Tak,YES
1296,No,Tak,YES
1297,Nie!,Nie,NO
1298,Powów,Pomóż,HELP
1299,Usioś,"Usiąść, usiądę, siadam, chce tu usiąść",SIT
1300,Slom,Słoń,ELEPHANT
1301,Citam,"Książka, poczytaj ",READ
1302,Bawo!,Brawo!,BRAVO
1303,Jeleń,Jeleń,DEER
1304,Łebet,Żaba,FROG
1305,Bjum bjum,"Auto, jechać, wózek, coś z kołami",CAR
1306,Bjum bjum,"Auto, jechać, wózek, coś z kołami",DRIVE
1307,Bjum bjum,"Auto, jechać, wózek, coś z kołami",STROLLER
1308,Bjum bjum,"Auto, jechać, wózek, coś z kołami",VEHICLE
1309,Jedzie,Jedzie,DRIVE
1310,Idzie,Idzie,GO
1311,Usiąś,"Usiąść, ktoś siedzi, ja chcę usiąść tu, ty tu usiąddź",SIT
1312,Dzidziuś,Lalka dzidziuś,DOLL
1313,Boi,"Boję się, wystraszyłam się ",SCARED
1314,Fatuo,światło,LIGHT
1315,Jody,Lody,ICE-CREAM
1316,Chowam,"Chowam się/coś, schowam",HIDE
1317,Dwa,Licz,TWO
1318,Usio,"Ucho, uszy",EAR
1319,Ocio,"Oko, oczy",EYE
1320,Pupa,Pupa,BOTTOM
1321,Sjom,Srom,VULVA
1322,Goi,"Rana, strupek",SCUB
1323,Goi,"Rana, strupek",WOUND
1324,Julian,Imię kota,PET
1325,Teje,Dziękuję,THANK-YOU
1326,Golas,Golas,NAKED
1327,Ciu ciu,Pociąg,TRAIN
1328,Tolada,Czekolada,CHOCOLATE
1329,Hau hau,"Pies, szczekanie",DOG
1330,Hau hau,"Pies, szczekanie",DOG
1331,Pipipi,Mysz,MOUSE
1332,Cycycy,"świerszcz, cykanie świerszczy",CRICKET
1333,Huhu,Sowa,OWL
1334,Miaa miaa,Kot,CAT
1335,Ssss,Wąż,SNAKE
1336,Bam,"Upaść, upuścić, uderzyć",BAM
1337,Tulu tulu,Turlanie,ROLLING
1338,Bujaj,Huśtaj mnie,SWING
1339,Ćśś,"Spać, łóżko",BED
1340,Ćśś,"Spać, łóżko",SLEEP
1341,Ćśś,Być cicho lub być uciszanym,QUIET
1342,Muu,"Krowa, byk",COW
1343,Uaa,"Lew, pantera, tygrys, nieddźwieddź itp",BEAR
1344,Uaa,"Lew, pantera, tygrys, nieddźwieddź itp",LION
1345,Uaa,"Lew, pantera, tygrys, nieddźwieddź itp",PANTHER
1346,Uaa,"Lew, pantera, tygrys, nieddźwieddź itp",TIGER
1347,Kua kua,Kaczka,DUCK
1348,Gulugulu,Indyk,TURKEY
1349,Mee,Koza,GOAT
1350,Bee,Owca,SHEEP
1351,Hop hop,"Chcę na ręce, do góry",UP
1352,Daj,"Chcę to co masz, podaj co upadło, leży",GIVE
1353,Bzzz,"Osa, pszczoła, mucha",BEE
1354,Bzzz,"Osa, pszczoła, mucha",FLY
1355,Bzzz,"Osa, pszczoła, mucha",WASP
1356,Osia,Osa,WASP
1357,Bawić,Pobaw się ,PLAY
1358,Djąć,"Zdjąć, wyciągnąć",TAKE-OFF
1359,Djąć,"Zdjąć, wyciągnąć",TAKE-OUT
1360,Paf,Paw,PEACOCK
1361,Jatutu,Ratunku,HELP
1362,Tutiti,Kucyki,PONY
1363,Patajaj,Patataj,HORSE
1364,Plasiam,Przepraszam,SORRY
1365,Jepiej,"Lepiej, już dobrze",BETTER
1366,Tejaz,Teraz,NOW
1367,Tajas,Taras,TERRACE
1368,Poftuj,Potwór,MONSTER
1369,Mozie,"Może, można",CAN
1370,Musia,Mucha,FLY
1371,Gdzie?,Gdzie jest?,WHERE
1372,Daj daj,Daj mi to,GIVE
1373,Odaj,Oddaj,GIVE-BACK
1374,Łap,Złap mnie,CATCH
1375,Pudaj,"Puszczaj, puść, wypuść mnie",LET-GO
1376,Dobjy,Dzień dobry,GOOD-MORNING
1377,Basen,Basen ,SWIMMING-POOL
1378,Tisza,Cisza,SILENCE
1379,Patataj,Patataj,HORSE
1380,Liza,Eliza,PERSON
1381,Uata,Ważka,DRAGONFLY
1382,Cycuś,Pierś,BREAST
1383,Motyl,Motyl,BUTTERFLY
1384,Sito,Wszystko,ALL
1385,Miś,"Nieddźwieddź, miś",BEAR
1386,Miś,"Nieddźwieddź, miś",TEDDY-BEAR
1387,Siajot,Samolot,PLANE
1388,Pote,Puste,EMPTY
1389,Liić,Liść,LEAF
1390,Uacić,Zobaczyć,SEE
1391,Padam,Spadam,FALLING
1392,Obuddź obuddź,"Obuddź się, wstań z łóżka",WAKE-UP
1393,Bina,Drabina,LADDER
1394,Ciocia,Ciocia,AUNT
1395,Ewua,Ewa,PERSON
1396,Motil,Motyl,BUTTERFLY
1397,Badzo badzo,"Bardzo chcę, zależy mi na tym",WANT
1398,Lalala,"Lalala, śpiewanie ",SING
1399,Kja kja,Odgłos kruka,CROW
1400,Fetejsia,"Fluttershy, imię kucyka",CHARACTER
1401,"Chce, bajdzo chce.",Bardzo to chcę,WANT
1402,Patataj patataj,Patataj,HORSE
1403,Hop hop,"Chcę na ręce, do góry",UP
1404,Chowam,"Chowam się/coś, schowam",HIDE
1405,Misiol,"Nieddźwieddź, miś",BEAR
1406,Misiol,"Nieddźwieddź, miś",TEDDY-BEAR
1407,Osa,Osa,WASP
1408,Gagagaga,"Próba zwrócenia na siebie uwagi, przywołania kogos",EXCLAMATION
1409,Nie nie nie (mówione ciągiem) ,Nie,NO
1410,Baba,Babcia,GRANDMA
1411,Ba,Coś spada,BAM
1412,Mama,"Mama, tata, osoba bliska",DAD
1413,Mama,"Mama, tata, osoba bliska",MOM
1414,Nananana,"Mleko, pierś ",MILK
1415,Sssssss,"Wąż, rysuj węża ",SNAKE
1416,Tie/pie,Pień ,TRUNK
1417,Kie/kier,Bunkier,BUNKER
1418,Warczenie,Lew,LION
1419,Babu,Babciu proszę ,GRANDMA
1420,Tata,Tata,DAD
1421,Dziadzja,Dziadek,GRANDPA
1422,Muuu,Krowa,COW
1423,Beee,Baran,LAMB
1424,Dada,Dziadek,GRANDPA
1425,Gege,Gęś ,GOOSE
1426,Am,Daj łyżeczkę do buzi,FOOD
1427,Mniam,Jedzenie,FOOD
1428,Klekle ,Bocian,STORK
1429,Kokoko,Kura,HEN
1430,Gda,Kura gdacze,HEN
1431,Pipi/titi,Kurczak,CHICKEN
1432,Babe,Babeczka,CUPCAKE
